file_name,"('f0', 'std', '01')","('mfcc', 'mean', '01')","('mfcc', 'mean', '02')","('mfcc', 'mean', '03')","('mfcc', 'mean', '04')","('mfcc', 'mean', '05')","('mfcc', 'mean', '06')","('mfcc', 'mean', '07')","('mfcc', 'mean', '08')","('mfcc', 'mean', '09')","('mfcc', 'mean', '10')","('mfcc', 'mean', '11')","('mfcc', 'mean', '12')","('mfcc', 'mean', '13')","('mfcc', 'mean', '14')","('mfcc', 'std', '01')","('mfcc', 'std', '02')","('mfcc', 'std', '03')","('mfcc', 'std', '04')","('mfcc', 'std', '05')","('mfcc', 'std', '06')","('mfcc', 'std', '07')","('mfcc', 'std', '08')","('mfcc', 'std', '09')","('mfcc', 'std', '10')","('mfcc', 'std', '11')","('mfcc', 'std', '12')","('mfcc', 'std', '13')","('mfcc', 'std', '14')","('rms', 'mean', '01')","('rms', 'std', '01')","('spectral_bandwidth', 'mean', '01')","('spectral_bandwidth', 'std', '01')","('spectral_centroid', 'mean', '01')","('spectral_centroid', 'std', '01')","('spectral_contrast', 'mean', '01')","('spectral_contrast', 'mean', '02')","('spectral_contrast', 'mean', '03')","('spectral_contrast', 'mean', '04')","('spectral_contrast', 'mean', '05')","('spectral_contrast', 'mean', '06')","('spectral_contrast', 'mean', '07')","('spectral_contrast', 'std', '01')","('spectral_contrast', 'std', '02')","('spectral_contrast', 'std', '03')","('spectral_contrast', 'std', '04')","('spectral_contrast', 'std', '05')","('spectral_contrast', 'std', '06')","('spectral_contrast', 'std', '07')","('spectral_rolloff', 'mean', '01')","('spectral_rolloff', 'std', '01')","('zcr', 'mean', '01')","('zcr', 'std', '01')",file_label
13b03Wc.wav,25.8396492,-308.0365601,53.12709427,-34.85885239,-7.262824059,-9.594435692,-11.91516972,-15.78655052,-15.35883808,-16.08156204,-1.215911984,-8.211205482,-4.037962914,-2.045047045,-2.568886518,110.4626312,36.38485336,43.55060959,31.39249802,19.91556549,25.31240845,14.94573975,12.78940582,14.74529743,13.68921375,13.10482788,14.83409977,15.7088089,13.60791302,0.085278042,0.076302767,2324.580566,583.3618774,2695.499756,1123.059937,11.47308445,13.11420155,19.16404152,19.97680473,19.09166718,19.33808136,18.90247154,4.264039516,6.29095459,7.305848598,6.676220894,6.075942516,4.18193531,2.852022171,4963.117676,2091.172119,0.14317444,0.093972757,1
13a02Wa.wav,26.45299339,-320.1270752,50.81581116,-28.52131462,14.29901791,-3.160498381,-10.50787735,-16.77655792,-16.92186737,-18.66938591,-1.264355063,-1.302495956,-10.52063942,-5.065430164,-2.662460566,131.6362,38.68688965,41.99739456,36.25613403,19.91000557,24.52809334,14.06353855,12.18585873,14.82593155,13.74522686,8.809796333,12.56941605,7.527663708,11.72134876,0.074108936,0.06848146,2314.079834,558.8209229,2714.089844,1090.67688,11.9883194,15.78567505,18.04291534,19.13808441,19.26371193,18.97416306,18.68360519,4.025484085,7.215965271,6.537960052,5.467623234,5.417067528,4.4871521,4.128335476,5084.273438,1887.361206,0.146060586,0.120916426,1
12a02Wa.wav,33.46505356,-300.4105225,57.91866684,-13.4642334,19.66445541,-23.69677925,-2.557135582,-2.158119678,-11.88480377,-11.4612112,-7.998699188,-7.057844639,-2.289945841,-6.129591465,4.949008465,149.8519287,51.44651794,44.3610878,35.32878113,21.71721649,20.55446053,15.52293015,19.69544029,14.69053936,14.58130836,13.60722256,11.50737762,14.43070698,9.834681511,0.083448529,0.072752461,2281.281006,473.1778564,2860.54248,1356.059937,12.56772423,14.7730217,15.57564831,15.84913921,16.64456749,18.34411812,19.43128967,4.459236145,6.517049789,6.680262566,4.89388752,3.751341105,4.876481056,2.813607216,5252.307129,1879.395752,0.136637375,0.116690338,1
03b02Wb.wav,34.818573,-299.6019592,63.47547531,-12.32787704,14.10750198,-16.28684616,1.711520195,-7.101997852,-12.18479538,-11.98122787,1.948009014,-6.984048367,-2.655169725,-8.330774307,5.53905344,144.7190247,58.08099365,42.78329849,32.08965683,28.87959671,20.51163292,18.64794159,17.61998367,16.43456078,17.86367035,14.26898575,11.3274374,14.01842403,8.327847481,0.090639561,0.078183495,2223.112061,514.3095093,2726.248291,1498.065674,13.1488142,14.58249092,15.83131504,15.94466591,18.14089775,18.72106171,19.83197403,5.792409897,6.702240944,6.354211807,5.295473099,4.794849873,4.030517101,3.501749277,5033.601563,2112.08374,0.137041017,0.118479937,1
16b10Wa.wav,31.10228157,-391.9332886,6.97142601,-24.96967316,28.78727341,-33.3604393,-2.514553785,-18.16186142,-7.359493732,-21.42132568,-10.94697666,-6.293850422,-13.98907661,1.335334659,-3.72814703,137.3153534,41.85395813,49.43605804,30.5729084,25.51900291,16.26769066,19.92453575,16.49331093,16.02006149,13.53221798,13.11845493,13.14151859,10.93392563,16.64660454,0.038387388,0.042654965,2466.484619,440.7173462,3556.460449,926.2667847,13.37034798,16.53593826,20.06321335,20.09214973,18.47395897,18.37382889,22.94813728,4.834783554,7.537938595,7.136183262,6.395278454,5.546613693,4.071550369,5.68235302,6366.744629,1129.979736,0.197394118,0.10868784,1
14a05Wb.wav,31.69648933,-303.0603943,21.7785511,-21.59304237,11.54576874,-28.57707977,6.202085972,-22.99160767,-7.019994259,-16.34572792,-4.71509552,-7.519453049,-6.816095352,1.352192402,-5.557547092,118.4136887,57.54942703,38.72342682,28.95461273,33.17432404,20.21187019,20.12706757,13.86005306,15.89503574,15.424016,11.46275234,14.84125614,10.2428875,12.11784267,0.092890881,0.087882869,2382.214844,417.9567261,3321.569824,1545.300293,14.38116837,13.93438435,18.49467468,20.15446854,19.37211609,18.45731163,23.20585632,5.115630627,6.679130554,7.359035015,6.859224319,7.579899311,3.962758541,5.645301819,6132.252441,1711.433105,0.183787033,0.159507215,1
14b02Wd.wav,25.75846863,-282.7037659,48.84197998,-9.926968575,8.789460182,-19.69729805,7.679709435,-24.78406906,-0.47298187,-18.96389389,-1.738387585,-4.027136803,-9.516793251,6.259622097,-0.671645164,134.0953217,41.03366852,39.63653946,28.66934013,34.70788193,16.76134109,23.73326874,11.97867489,16.4023838,13.5579834,10.74037933,14.81511497,9.549638748,9.344191551,0.088181548,0.07314346,2604.325928,535.1905518,3217.523193,1484.854492,11.29686165,17.34537697,17.94897652,18.93245316,18.76492882,17.7030735,21.97233963,4.710790634,7.167415142,7.757389069,6.857876301,5.431488037,3.782490253,5.618454456,6314.911133,1956.985962,0.148885086,0.113118134,1
08a01Wc.wav,36.48360825,-278.0458679,12.96560574,-40.32484818,3.0017519,-24.25900269,-3.233918667,-18.77360535,-2.748123646,-18.62485313,-5.860481262,-11.63546848,-2.497820854,-0.818902433,6.928160667,159.9547272,41.25592041,42.86776733,19.6185894,25.3677597,19.61413002,18.23849297,14.04890537,16.91156769,11.46106434,12.77037048,13.6982832,12.40448284,21.63691902,0.112605296,0.103614405,2399.862305,378.6376953,3378.453369,1122.934082,11.2969923,10.31156349,19.60415077,19.01481056,18.37788773,18.6700592,21.71559143,3.728938341,4.650260925,6.424893379,5.658928394,5.611190319,4.26432848,4.829173565,6029.703125,1443.397461,0.196933955,0.133195892,1
09a01Wb.wav,35.94572449,-361.508667,41.28620911,-47.76208496,21.0149765,-18.96706772,4.842568874,-26.82317352,-9.225996017,-6.73866272,-6.283777237,-1.599035501,-5.440663815,-0.392100185,-13.18502998,169.1869965,55.24020767,55.2708931,19.90694809,28.09481239,15.24126339,18.41934204,17.11590958,19.08478546,14.57808971,9.894590378,17.97440529,9.54152298,11.7058754,0.058788199,0.062553637,2201.274414,526.5806274,3007.547119,1193.71228,12.16972542,16.71919632,17.48561668,19.13966179,16.47299194,17.25075912,22.30542755,4.105559349,7.566796303,6.920362949,6.382204533,4.291359425,3.89978838,5.02959013,5481.396484,1702.887085,0.15634042,0.118397772,1
03a01Wa.wav,37.31464386,-287.0741577,48.30055618,-32.47412491,18.38130951,-10.49144077,0.910375834,-13.89884949,-8.904397011,-9.63851738,0.37347275,-8.451266289,-0.763519168,-5.013441086,1.262403369,155.1592102,53.23978043,48.00469208,27.87763786,22.33563423,22.27682495,18.08419228,16.57201767,19.44634438,17.5203495,12.25448036,11.42985439,13.73445988,10.58969879,0.094947234,0.084420852,2285.063232,529.7962646,2948.522461,1197.024536,11.54280949,13.68495178,16.25335503,16.55980873,18.3923378,18.81887627,20.42412758,3.948709726,7.491525173,7.639277935,5.270077705,4.10016489,4.632291317,4.276669979,5511.040039,1761.957031,0.158964515,0.125847623,1
09a07Wd.wav,31.23965836,-331.5646057,43.54558563,-22.07795525,25.54434204,-10.94270802,-0.470365763,-17.85274887,-18.67839241,-9.126309395,-12.96949577,-1.451253653,-9.733673096,1.646607161,-13.61139011,147.0782776,50.62153625,48.32146835,26.82352829,25.5524025,13.07389927,17.11035919,19.48750305,18.03871346,12.60015011,10.49221325,15.40161419,9.785673141,11.80498505,0.089822009,0.068970367,2368.550049,633.8311157,2687.572266,1353.638672,13.62734127,20.13517189,20.53795624,20.86828232,18.22219086,17.69628906,20.33621025,5.310309887,8.903446198,7.683850765,7.196079254,4.50189209,3.691860437,5.056081295,5307.492188,2267.563477,0.128210619,0.135973841,1
09a05Wb.wav,35.32376099,-315.3180542,32.56797791,-31.16923523,14.8968153,-27.75760651,0.87142539,-22.41109657,-12.92295551,-3.418714523,-7.363584042,-5.581530571,-1.467852116,0.027145969,-9.150336266,129.5946808,58.64974594,45.58789825,26.73550987,34.6055336,16.11796761,19.18568039,15.72768879,14.95085716,11.75436401,12.26127434,14.09210491,13.2420578,14.38941193,0.072692946,0.063003495,2279.735352,529.531311,3156.139893,1392.27417,12.25175381,14.86270332,18.42855644,19.22697258,17.42559242,17.65255737,22.00677109,5.085156441,7.054118156,6.928967476,7.134255886,5.162581921,4.064897537,5.560012341,5745.340332,2031.958984,0.178710938,0.135723636,1
15b02Wa.wav,30.91511536,-267.8302917,44.43793869,-11.51209068,7.893987656,-13.8229332,2.40122366,-9.594526291,-4.01246357,-15.78056812,1.512907505,-7.198610306,-2.997200489,-10.79868221,7.346859932,132.4136658,45.01277542,45.95451736,33.16316223,29.11117554,24.41408348,16.11113548,16.49909401,16.7292347,14.75171375,13.91097546,11.21754456,11.56611633,10.56614876,0.088322304,0.082651831,2544.896729,468.9563599,3158.485107,1344.824951,13.2034359,15.61136723,17.09115982,16.51206779,17.81038666,18.94387627,20.4815197,6.166315556,6.706554413,6.274491787,5.954202175,4.745007515,3.899535656,4.005618572,5964.697266,1834.436523,0.160728723,0.120536432,1
09b02Wd.wav,26.19759941,-332.3883972,58.00087357,-33.44860077,19.81314087,-23.20334244,6.160273075,-16.1552887,-17.72307014,-4.345151901,-7.386722565,-6.192595482,-3.105159044,-0.024997972,-9.106467247,116.4843674,42.51349258,58.5705986,28.85474205,34.05458832,18.91744041,18.36175346,16.25000954,16.96130753,12.32911682,9.692986488,14.69663906,11.11768341,9.662494659,0.061634459,0.056577943,2274.813721,667.0615234,2771.55249,1099.926025,11.96603966,17.04548264,18.41439247,18.76795197,18.42959213,18.50309944,21.75163651,4.00496912,7.953290462,6.015910149,5.759169102,5.57514286,4.248608112,4.231240749,5368.069824,1929.075806,0.146067545,0.083695009,1
03a05Wa.wav,34.10155487,-300.6543579,41.73167419,-11.57397938,22.19397354,-11.44425488,-1.136157274,-10.46937847,-8.940452576,-15.74633408,4.06303215,-9.051886559,-1.303671241,-4.598373413,3.538084984,123.4178925,59.65763855,36.59761047,31.72486115,26.07032585,19.75301933,18.19176483,13.77765083,17.72823715,17.64978409,13.68401337,11.90075016,11.35758972,8.218428612,0.070468158,0.064652078,2387.435547,458.9150085,3140.389404,1507.715576,12.40898514,12.98279572,15.84572792,16.08237648,16.45977211,18.74880028,20.46723747,4.522209644,6.410457134,7.426140785,5.401721954,4.439171791,4.729204178,4.051994801,5651.867676,2080.250244,0.177553535,0.157020763,1
08b02Wd.wav,37.50655365,-312.6927185,41.42124939,-17.2087059,-0.019570528,-14.16663742,-0.846539855,-10.98341274,0.415173173,-14.14399719,-3.818120956,-1.9947716,-1.859901786,-1.344122052,2.529919386,143.8046417,46.37247849,44.9122963,34.49350739,25.62224579,18.71873093,21.37747192,12.30532455,18.16841507,14.22029114,12.75451565,15.47657776,13.21107578,15.46365356,0.078590982,0.073840551,2513.536133,531.7493286,3001.275879,1479.283325,15.37907314,14.98774242,17.60806274,17.70717049,17.03539658,17.81733513,20.12350273,6.458724976,7.648329735,7.297435284,6.291047573,4.341117859,3.527513504,4.167081356,5720.209473,2163.862793,0.145931274,0.123080127,1
03a07Wc.wav,27.03343391,-283.1932983,35.89043808,-20.99241447,16.18264771,-18.9355278,-1.990362883,-15.29625511,-12.48165989,-21.50888634,-5.215731621,-10.80298138,-4.525819302,-9.416702271,2.755190134,120.6419525,54.42445755,40.26776505,28.08843613,26.09617233,18.26510239,17.86022377,19.5424366,16.66985512,18.41316223,13.24138451,15.63365269,9.609012604,11.26241302,0.09036541,0.073807791,2342.708984,450.8772888,3271.387207,1612.701782,12.38404751,16.46882439,18.81715393,18.32834625,17.73745918,19.50766563,21.9332943,4.572746754,8.071457863,7.818043232,6.003242493,4.624466896,4.14856863,4.627978802,5689.98584,2048.712158,0.192234844,0.168549985,1
14a01Wc.wav,35.26504135,-315.644989,40.89944077,-19.83259583,11.1190176,-18.99517632,8.452283859,-16.97751808,0.672587156,-13.77498436,-1.256726265,-8.329731941,-4.255936623,1.859846711,-0.302601904,171.4616547,49.52588272,48.6797905,27.92642212,27.0496769,18.79598618,19.15338707,13.2296896,14.15422058,13.05033493,11.99671936,16.15896606,12.13405895,10.6921711,0.077500112,0.070795722,2417.244141,426.2168884,2952.166016,1325.100586,12.57619286,14.60191345,17.29595566,17.08420563,16.87244987,16.83411217,21.36122513,4.649897099,7.557879925,7.553483009,6.013124466,4.227834225,3.741162539,5.733415604,5827.509766,1671.167603,0.145350307,0.135981217,1
13a04Wc.wav,30.81547356,-300.1438599,54.48363876,-29.98744392,-0.705769122,-14.31063366,-8.028374672,-11.38643932,-14.24212551,-17.1657238,-4.535331726,-5.295537472,-10.9182682,-4.572146893,-3.686384678,129.0876465,37.98418045,47.80681229,38.10004425,22.59675598,23.08193588,15.93002319,12.42893314,16.6474247,14.7063427,8.353498459,11.4803648,10.07944584,9.1518507,0.097995199,0.094153978,2368.740723,592.0511475,2661.681641,944.9442749,11.13298988,15.52108002,17.75325012,19.07007408,19.1031971,19.06855392,19.70602417,3.859972,6.644739628,6.542713642,6.621476173,6.031033039,4.607357979,3.802251339,5053.466797,2019.169312,0.134564117,0.075514853,1
12a04Wc.wav,28.83640099,-257.4576416,45.89217758,-31.70127869,14.5147543,-29.77603912,-11.65304565,2.139495611,-17.72363663,-5.762089252,-5.582354069,-6.264526844,-3.072280884,-6.523943901,2.058346033,139.0718842,50.95409393,51.70496368,36.62546158,22.10979843,19.96855736,19.26402283,18.35608482,13.93394566,13.98130989,13.68996429,9.838557243,11.43497276,10.08005047,0.102207698,0.076123416,2212.046875,381.4844055,3010.408447,1258.737549,12.56949806,16.99373245,18.23053169,16.80663872,17.29501724,18.54823494,18.7067318,5.387899876,6.914689064,6.789805412,4.645811558,4.636223316,4.238873959,2.591550827,5166.676758,1699.068848,0.16492188,0.126801684,1
09a05Wc.wav,35.89278793,-348.680542,23.06144524,-36.47370148,13.98079681,-30.1750412,-2.220991373,-26.91657639,-12.21787453,-2.567310572,-12.27453709,-1.946915746,-6.597276688,-2.663358688,-10.9260788,129.2689209,56.20511627,48.1685524,27.96222878,33.24428177,16.42081642,21.28149986,18.81126976,15.85541439,14.07906151,12.85172081,15.5395565,13.36007786,15.1072197,0.058022175,0.05385654,2308.650635,474.945282,3249.139648,1363.556396,12.05413818,14.11997223,18.58732414,20.23351288,17.91433144,18.23984909,22.66856956,5.365461826,7.1541152,7.911068916,6.948815346,5.976813793,4.830468178,6.323442459,5917.324219,1867.578125,0.191162109,0.134716526,1
08a07Wc.wav,34.65658188,-352.7731628,21.17895699,-11.0857935,2.925705671,-17.16420364,0.013089725,-13.63172245,-7.296692848,-19.07229424,-9.228064537,-12.50103474,-6.726337433,0.841135263,10.72005367,151.7788544,50.39915466,44.86862564,26.88359642,30.14012718,16.24925613,17.76107407,13.72505665,19.96243668,11.84230232,13.80773926,15.44694901,17.08835411,25.9695034,0.070398912,0.072180212,2511.377686,576.5808716,3115.761963,1608.06665,13.73376369,14.4626255,21.20286942,19.17187691,18.19374466,18.32048416,20.56259537,5.143985748,7.020757198,6.34025526,6.696483612,5.511448383,4.142068863,4.936583042,5748.442383,2600.729736,0.162402347,0.14632985,1
08a05Wa.wav,29.90066528,-268.8875122,28.53562546,-20.12501144,0.864961863,-18.01449394,-3.191377401,-23.37588882,-0.682424903,-14.9352932,-7.477398872,-6.848978996,-5.726551056,-3.694341898,0.367991239,118.6796494,57.90299988,35.28195572,33.37309265,24.64503098,18.08307076,19.70732117,12.65300465,18.88465691,11.31963062,12.47209072,12.77578831,14.85000038,11.59555244,0.110024102,0.088874631,2449.198486,440.5342407,3235.921875,1517.999878,12.28320599,14.81205463,19.667593,18.8613205,18.34557152,18.49507141,20.74151039,4.88952446,7.259202957,7.060883045,7.117696762,5.17992115,4.221887112,4.972075939,6016.423828,2013.263306,0.180250078,0.15827173,1
14b02Wb.wav,32.09364319,-281.858551,48.64176559,-10.13792515,2.233455896,-17.56023407,3.681525946,-9.825362206,-3.028738022,-14.09917831,-4.995500088,-8.511212349,-4.052322865,-0.568013728,0.336681068,116.8807144,47.66936874,40.88916016,28.8572998,30.04746056,17.47758484,17.39235306,12.67712975,14.97461605,12.27204704,12.73840809,12.937397,11.15679169,9.215938568,0.072260737,0.057387881,2540.608154,507.0344543,3212.532715,1563.566406,11.10048866,14.22423458,15.71374798,16.15136909,17.40995216,16.58757019,19.5014286,3.532913208,6.823807716,6.563175201,5.339025974,3.732749939,3.409593821,3.76340723,6007.012695,2150.462646,0.179982737,0.151811883,1
03a05Wb.wav,32.88449097,-298.0393066,41.29367828,-24.78578949,9.029203415,-15.40179253,-0.44245559,-18.81991005,-10.32164478,-18.12255287,0.647806048,-6.511193275,-4.300066471,-4.539204121,0.834717214,131.6134338,60.02934647,40.98806381,29.71208572,26.15621376,18.43001366,19.43201256,14.21294403,15.06939888,16.67773628,11.92987061,14.51376534,12.51033878,9.300969124,0.090217993,0.081703439,2261.114014,462.5373535,3010.788818,1497.890259,11.75540733,16.11699677,16.68415642,18.37252045,18.54815292,19.11892128,20.83884811,4.301136017,7.75327301,7.245082378,5.957664967,5.152969837,4.587585926,4.391316891,5322.174316,2098.709717,0.177639872,0.143237427,1
14a01Wa.wav,32.60239792,-308.1930847,34.81615829,-26.7626915,8.597237587,-19.97897339,6.12132597,-23.8180542,-3.872707844,-13.55593395,0.50415051,-3.314769745,-10.21253872,3.662800789,-2.766678095,152.4416504,50.05389023,48.05559158,26.08246422,27.07858849,16.8927021,21.65746689,12.65997982,14.56042957,13.31436634,11.28824902,15.73160458,9.790015221,13.01621723,0.088058881,0.079298213,2381.838379,480.4002686,3066.817139,1409.177246,12.17179775,14.40185165,17.65821457,20.22723007,18.14322662,17.46572876,21.80786133,5.391047955,6.696588993,7.681108475,7.114702702,5.062070847,3.794017553,5.920745373,5760.545898,1826.515869,0.165902942,0.14577724,1
